Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,Imaging database,Imaging data link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
18455_00002,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00002_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00002_CCFv3,6644.42,3566.73,8953.72
18455_00004,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00004_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00004_CCFv3,4667.98,3117.48,7119.25
18455_00005,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00005_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00005_CCFv3,4506.1,3322.6,7990.12
18455_00007,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00007_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00007_CCFv3,4443.25,3413.38,8045.08
18455_00008,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00008_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00008_CCFv3,4926.88,3399.1,8027.58
18455_00009,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00009_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00009_CCFv3,4927.75,3485.23,8203.38
18455_00011,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00011_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00011_CCFv3,4617.12,3676.6,7943.25
18455_00012,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00012_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00012_CCFv3,3994.1,3559.1,7873.33
18455_00013,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00013_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00013_CCFv3,4341.65,3610.93,7601.73
18455_00014,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00014_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00014_CCFv3,5164.77,3584.48,7513.5
18455_00015,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00015_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00015_CCFv3,6573.95,3525.77,7577.5
18455_00016,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00016_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00016_CCFv3,3978.48,3196.27,7165.05
18455_00017,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00017_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00017_CCFv3,8060.92,3420.25,8007.5
18455_00018,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00018_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00018_CCFv3,7286.12,2977.43,7786.25
18455_00019,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00019_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00019_CCFv3,6692.48,3641.55,8027.52
18455_00020,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00020_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00020_CCFv3,6919.08,3655.55,7959.85
18455_00021,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00021_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00021_CCFv3,6936.27,3659.45,7929.62
18455_00022,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00022_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00022_CCFv3,6786.95,3589.35,7629.5
18455_00023,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,PO,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00023_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00023_CCFv3,6734.62,3443.95,7081.33
18455_00026,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00026_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00026_CCFv3,5347.88,2712.75,3597.73
18455_00028,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00028_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00028_CCFv3,5066.67,2904.6,3150.7
18455_00030,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00030_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00030_CCFv3,3729.73,3617.48,3866.25
18455_00031,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00031_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00031_CCFv3,4826.5,3258.98,3605.5
18455_00032,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00032_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00032_CCFv3,5047.48,3291.75,3433.55
18455_00033,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00033_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00033_CCFv3,4475.85,3291.93,3022.23
18455_00036,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00036_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00036_CCFv3,4555.73,3707.2,3161.65
18455_00037,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00037_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00037_CCFv3,4865.1,3642.45,2637.73
18455_00040,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00040_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00040_CCFv3,5886,3090.35,3050.8
18455_00041,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00041_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00041_CCFv3,6511.98,3516.95,2294.45
18455_00042,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00042_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00042_CCFv3,7208.62,3035.12,3412.12
18455_00043,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00043_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00043_CCFv3,7757.88,3147.3,3132.73
18455_00044,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00044_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00044_CCFv3,7786.15,3135.02,3374.55
18455_00045,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00045_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00045_CCFv3,7821.12,3314.73,3338.23
18455_00046,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,LGd,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00046_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00046_CCFv3,7698.12,3455.32,3014.98
18455_00047,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00047_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00047_CCFv3,6997.45,3559.77,3716.6
18455_00048,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00048_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00048_CCFv3,7438.7,3614.12,3745.05
18455_00049,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00049_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00049_CCFv3,7078.77,3749.07,3273.2
18455_00050,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,MG,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00050_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00050_CCFv3,8241.65,3540.25,3357.45
18455_00106,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00106_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00106_CCFv3,4503.42,3720.3,8396.12
18455_00110,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00110_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00110_CCFv3,4436.73,4146.05,8784.67
18455_00119,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00119_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00119_CCFv3,5389.65,4191.75,8469.45
18455_00120,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00120_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00120_CCFv3,6624.05,3862.75,7955.65
18455_00121,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00121_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00121_CCFv3,6571.95,3922.62,7896.27
18455_00122,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00122_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00122_CCFv3,6596.23,3761.2,7525.75
18455_00123,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,PO,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00123_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00123_CCFv3,6532.92,3771.02,7281.58
18455_00124,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,PO,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00124_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00124_CCFv3,6360.62,4096.2,7235.12
18455_00125,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPL,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00125_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00125_CCFv3,6599.83,4615.12,7466.95
18455_00126,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,PVT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00126_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00126_CCFv3,5897.33,4241.62,5578.7
18455_00127,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00127_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00127_CCFv3,5986.42,4492.65,5590.7
18455_00132,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,SMT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00132_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00132_CCFv3,6245.92,4864.15,5992.83
18455_00133,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,SMT,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00133_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00133_CCFv3,6431.2,4863.3,5873
18455_00134,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,RE,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00134_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00134_CCFv3,6376.17,4804,5763.83
18455_00135,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,CP,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00135_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00135_CCFv3,6856.48,4310.67,9269.65
18455_00136,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00136_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00136_CCFv3,6933.77,3788.27,7960.2
18455_00137,18455,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2;Ai82;Ai140,cell morphology,fMOST,VPM,cells,1,SEU-Allen Joint Center,Hanchuan Peng,,zeng_fmost,BIL,/bil/data/biccn/zeng/luo/fmost/mouseID_373368-18455,,,108,Female,,https://download.neuroxiv.org/SEU-A1876/SEU-ALLEN_full_18455_00137_CCFv3.swc,https://neuroxiv.org/?id=SEU-ALLEN_full_18455_00137_CCFv3,6683.6,3875.55,7939
