Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,Imaging Database,Imaging Datalink,Age,Sex,Viewer Link,AP,ML,DV,Injection Type
190430_JH_HK0138_Fezf2LSLfpl_ENTl_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/65/5a/655af45b8976bfd4/190430_JH_HK1038_Fezf2LSLflp_ENTl_female_processed,9,F,https://brainviewer.org:3010/HUA_U19_190430,-2.4,4.7,3.4, AAV2/8-Cag-fDIO TVAeGFP
190502_JH_HK0141_PlexinD1LSLflp_SSp_CFO_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/46/63/466311fa3e962b05/190502_JH_HK0141_PlexinD1LSLflp_SSp_CFO_female_processed/,13,F,https://brainviewer.org:3010/HUA_U19_190502,,,,
190513_JH_HK0146_Fezf2LSLflp_TEa_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,TEa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ea/12/ea12de3aeafb34a5/190513_JH_HK0146_Fezf2LSLflp_TEa_female_processed/,10,F,https://brainviewer.org:3010/HUA_U19_190513,-2.3,4.6,3.5, AAV2/8-Cag-fDIO TVAeGFP
190514_JH_HK0144_Tle4LSLflp_TEa_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ECT,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/61/c4/61c4b616a757a951/190514_JH_HK0144_Tle4LSLflp_TEa_female_processed/,14,F,https://brainviewer.org:3010/HUA_U19_190514,-2.2,4.6,4, AAV2/8-Cag-fDIO TVAeGFP
190516_JH_HK0145_Fezf2LSLflp_PL_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,PL,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f3/db/f3dbd1e7261d345d/190516_JH_HK0145_Fezf2LSLflp_PL_female_processed/,10,F,https://brainviewer.org:3010/HUA_U19_190516,,,,
190522_JH_HK0148_Fezf2LSLflp_RSPv_restrosplenial_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,RSPv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a8/a9/a8a98350a17b8e2d/190522_JH_HK0148_Fezf2LSLflp_RSPv_retrosplenial_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190522,-2.5,0.6,1.5, AAV2/8-Cag-fDIO TVAeGFP
190523_JH_HK0152_PlexinD1LSLflp_ORBl_LO_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,ORBl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/b2/cb/b2cb49e24a446fac/190523_JH_HK0152_PlexinD1LSLflp_ORBl_LO_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190523,2.25,2,3.5, AAV2/8-Cag-fDIO TVAeGFP
190528_JH_HK0153_PlexinD1LSLflp_RSPv_retrosplenial_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,RSPv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f9/df/f9df70eb44c20e0a/190528_JH_HK0153_PlexinD1LSLflp_RSPv_retrosplenial_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190528,-2.5,0.6,1.5, AAV2/8-Cag-fDIO TVAeGFP
190531_JH_HK0154_PlexinD1LSLflp_ORB_MO_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,TTd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,M,https://brainviewer.org:3010/HUA_U19_190531,1.4,0.5,3.5, AAV2/8-Cag-fDIO TVAeGFP
190604_JH_HK0155_PlexinD1LSLflp_AId_Insula_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PIR,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/61/f2/61f2ec024d5f6558/190604_JH_HK0155_PlexinD1LSLflp_AId_Insula_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190604,0,4.5,4.5, AAV2/8-Cag-fDIO TVAeGFP
190607_JH_HK0158_Tle4LSLflp_MOp_RFO_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/83/60/83606abe7302d595/190607_JH_HK0158_Tle4LSLflp_MOp_RFO_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190607,1.5,1.5,2.6, AAV2/8-Cag-fDIO TVAeGFP
190610_JH_HK0162_Tle4LSLflp_ORBl_VLO_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ORBl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,M,https://brainviewer.org:3010/HUA_U19_190610,2,2.2,3.6, AAV2/8-Cag-fDIO TVAeGFP
190611_JH_HK0159_Tle4LSLflp_SSp_S1hindlimb_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,SSp-ll,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,F,https://brainviewer.org:3010/HUA_U19_190611,-0.5,2.2,1.75, AAV2/8-Cag-fDIO TVAeGFP
190613_JH_HK0163_Tle4LSLflp_ACAd_cingulate_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ACAv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/5f/cf/5fcf8167645409cc/190613_JH_HK0163_Tle4LSLflp_ACAd_cingulate_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190613,0.6,0.7,1.75, AAV2/8-Cag-fDIO TVAeGFP
190618_JH_HK0165_Tle4LSLflp_MOs_M2_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/3f/753f0a97c69dd6d1/190620_JH_HK0166_Tle4LSLflp_SSp_FRT_male_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190618,1.7,1,2, AAV2/8-Cag-fDIO TVAeGFP
190620_JH_HK0166_Tle4LSLflp_SSp_FRT_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,6,M,https://brainviewer.org:3010/HUA_U19_190620,-1.5,1.1,1.2, AAV2/8-Cag-fDIO TVAeGFP
190624_JH_HK0168_PlexinD1LSLflp_VLSl_V2L_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,VISal,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/40/40/4040f8d9f3dcda28/190624_JH_HK0168_PlexinD1LSLflp_VLSl_V2L_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190624,-3.3,4,1, AAV2/8-Cag-fDIO TVAeGFP
190625_JH_HK0169_PlexinD1LSLflp_SSs_S2_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/89/4f/894f11719716d433/190625_JH_HK0169_PlexinD1LSLflp_SSs_S2_male_processed/,6,M,https://brainviewer.org:3010/HUA_U19_190625,-0.5,4.5,3, AAV2/8-Cag-fDIO TVAeGFP
190626_JH_HK0172_Fezf2LSLflp_VLSl_V2L_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,VISl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/d6/fa/d6fafa4053c775df/190626_JH_HK0172_Fezf2LSLflp_VLSl_V2L_male_processed/,7,M,https://brainviewer.org:3010/HUA_U19_190626,-4,4,1.4, AAV2/8-Cag-fDIO TVAeGFP
190628_JH_HK0178_Fezf2LSLflp_ORBm_MO_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/d9/73/d973913c656b5f07/190628_JH_HK0178_Fezf2LSLflp_ORBm_MO_male_processed/,8,M,https://brainviewer.org:3010/HUA_U19_190628,1.5,0.5,3.4, AAV2/8-Cag-fDIO TVAeGFP
190702_JH_HK0181_PlexinD1LSLflp_MOp_RFO_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/44/30/44304175e9f87e60/home/,7,M,https://brainviewer.org:3010/HUA_U19_190702,1.3,2,2, AAV2/8-Cag-fDIO TVAeGFP
190708_JH_HK0182_PlexinD1LSLflp_SSp_CFO_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,SSp-bfd,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/9a/0c/9a0c15c70b8add5b/home/,7,M,https://brainviewer.org:3010/HUA_U19_190708,0.4,3,2, AAV2/8-Cag-fDIO TVAeGFP
190710_JH_HK0187_Fezf2LSLflp_ACAv_cingulate_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ACAv,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/58/79/5879dc7592bd873f/home/,8,M,https://brainviewer.org:3010/HUA_U19_190710,0,0.5,2, AAV2/8-Cag-fDIO TVAeGFP
190717_JH_HK0191_PlexinD1LSLflp_PERI_perirhinal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,TEA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/49/ae/49ae2f1557677bf0/190717_JH_HK0191_PlexiD1LSLfp_PERI_perirhinal_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190717,-1.7,4.5,3.75, AAV2/8-Cag-fDIO TVAeGFP
190718_JH_HK0192_PlexinD1LSLflp_PERI_perirhinal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PERI,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/aa/72/aa72f327d8d79899/home/,9,M,https://brainviewer.org:3010/HUA_U19_190718,,,,
190720_JH_HK0194_PlexinD1LSLflp_MOp_CFA_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ec/f1/ecf14f82960392ed/home/,6,F,https://brainviewer.org:3010/HUA_U19_190720,,,,
190723_JH_HK0195_FoxP2_MOp_RFO_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,RFO,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/c8/c9/c8c927659240ccb5/home/,9,F,https://brainviewer.org:3010/HUA_U19_190723,,,,
190724_JH_HK0196_FoxP2_SSp_CFO_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,SSp-ul,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/14/29/1429e138f14a6e6a/home/,9,F,https://brainviewer.org:3010/HUA_U19_190724,0.4,3.5,2, AAV2/8-Cag-fDIO TVAeGFP
190805_JH_HK0199_PlexinD1LSLflp_MOp_FRT_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/06/ea/06ea02c3bf50c7b9/190805_JH_HK0199_PlexinD1LSLflp_MOp_FRT_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190805,,,,
190806_JH_HK0200_PlexinD1LSLflp_SSp_S1hindlimb_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/4a/c0/4ac0c0d5b6bf2352/190806_JH_HK0200_PlexinD1LSLflp_SSp_S1hindlimb_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190806,,,,
190809_JH_HK0202_PlexinD1LSLflp_MOp_RFO_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/88/7e/887e0e42039498f9/190809_JH_HK0202_PlexinD1LSLflp_MOp_RFO_male_processed/,10,M,https://brainviewer.org:3010/HUA_U19_190809,,,,
190812_JH_HK0204_Fezf2LSLflp_ORBl_VLO_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/ab/09/ab09a0a186bc98af/190812_JH_HK0204_Fezf2LSLflp_ORBl_VLO_male_processed/,14,M,https://brainviewer.org:3010/HUA_U19_190812,,,,
190820_JH_HK0207_Fezf2LSLflp_ENTl_entorhinal_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f3/e8/f3e8e78a3663b791/190820_JH_HK0207_Fezf2LSLflp_ENTl_entorhinal_female_processed/,9,F,https://brainviewer.org:3010/HUA_U19_190820,,,,
190823_JH_HK0208_PlexinD1LSLflp_PL_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/5f/97/5f97820484265501/190823_JH_HK0208_PlexinD1LSLflp_PL_male_processed/,11,M,https://brainviewer.org:3010/HUA_U19_190823,,,,
190826_JH_HK0209_Fezf2LSLflp_PL_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,10,M,https://brainviewer.org:3010/HUA_U19_190826,,,,
190827_JH_HK0213_PlexinD1LSLflp_MOs_RFA_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/f5/6c/f56c01fd48cfd224/190827_JH_HK0213_PlexinD1LSLflp_MOs_RFA_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190827,,,,
190829_JH_HK0214_PlexinD1LSLflp_MOs_CFA_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,whole brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/9b/b5/9bb56ac701a1a957/190829_JH_HK0214_PlexinD1LSLflp_MOs_CFA_male_processed/,9,M,https://brainviewer.org:3010/HUA_U19_190829,,,,
190903_JH_WG0006_Fezf2LSLflp_MOp_CFA_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19022518_190903/,,M,https://brainviewer.org:3010/HUA_U19_190903,0,1.3,1, AAV2/8-Cag-fDIO TVAeGFP
190904_JH_WG0007_Fezf2LSLflp_MOp_CFA_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19022520-190904/,,M,https://brainviewer.org:3010/HUA_U19_190904,,,,
190905_JH_WG0008_Fezf2LSLflp_MOp_CFA_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19022519-190905/,,F,https://brainviewer.org:3010/HUA_U19_190905,,,,
190906_JH_HK0215_Tle4LSLflp_VLSl_V2L_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,brain,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/00/9c/009c1e6fcc03ebac/mouseID_19022715-190906/,9,F,https://brainviewer.org:3010/HUA_U19_190906,,,,
190915_RD_FoxP2Cre_CFA_female,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,F,https://brainviewer.org:3010/HUA_U19_190915,0,1.3,1, AV2/8-hSyn-DIO-EGFP 
190917_JH_HK0218_PlexinD1LSLflp_MOs_M2,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_190917,,,,
190924_JH_HK0225_Tle4LSLflp_TEa_male_raw,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,Tea,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/fa/81/fa8151a909dcb5db/190924_JH_HK0225_Tle4LSLflp_TEa_male_processed,9,M,https://brainviewer.org:3010/HUA_U19_190924,,,,
190926_JH_HK0226_Fezf2LSLflp_SSp_S1forelimb_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,SSp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/67/4a/674a900b437ee9f0/190926_JH_HK0226_Fezf2LSLflp_SSp_S1forelimb_female_processed,9,F,https://brainviewer.org:3010/HUA_U19_190926,,,,
190930_JH_HK0227_Fezf2LSLflp_SSp_S1hindlimb_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,N/A,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/19/d7/19d7b62f8be6b1a5/190930_JH_HK0227_Fezf2LSLflp_SSp_S1hindlimb_female_processed,9,F,https://brainviewer.org:3010/HUA_U19_190930,,,,
191007_JH_HK0228_Tle4LSLflp_MOs_M2ALM_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/2f/7b/2f7be30ac7784824/191007_JH_HK0228_Tle4LSLflp_MOs_M2ALM_female_processed,8,F,https://brainviewer.org:3010/HUA_U19_191007,1.6,2.3,2.5, AAV2/8-Cag-fDIO TVAeGFP
191009_JH_HK0229_Tle4LSLflp_ORBvl_VO_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,ILA,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/fb/eb/fbeb93af8de3b2ba/191009_JH_HK0229_Tle4LSLflp_ORBvl_VO_female_processed,8,F,https://brainviewer.org:3010/HUA_U19_191009,1.6,0.3,3.5, AAV2/8-Cag-fDIO TVAeGFP
191010_JH_KM_FoxP2cre_2HL_S1_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,N/A,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_191010,,,,
191025_JH_KM_FoxP2cre_2HL2_S1_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,Ssp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_191025,-2.2,4,1.5, AAAV8-CAG-FLEX-GFP
191027_JH_HK0231_Fezf2LSLflp_ORBm_MO_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ORBm,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/33/b7/33b777ba2f69c2a7/191027_JH_HK0231_Fezf2LSLflp_ORBm_MO_female_processed,10,F,https://brainviewer.org:3010/HUA_U19_191027,2.5,0.4,2, AAV2/8-Cag-fDIO TVAeGFP
191028_JH_HK0230_Fezf2LSLflp_ORBl_VLO_female,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,ORBl,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/eb/ce/ebce8fe0d38c0cfb/191028_JH_HK0230_Fezf2LSLflp_ORBl_VLO_female_processed,10,F,https://brainviewer.org:3010/HUA_U19_191028,,,,
191029_JH_HK0232_Fezf2LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/1a/80/1a80abd92036d17d/191029_JH_HK0232_Fezf2LSLflp_VISa_parietal_male_processed,11,M,https://brainviewer.org:3010/HUA_U19_191029,-2.2,1,6, AAV2/8-Cag-fDIO TVAeGFP
191031_JH_KM_241_TcergCreER_male,mouse,NCBI:txid10090,Tcerg1l-CreER,Projection,STPT,Ssp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_191031,-2,3.5,1.5, AAV8-CAG-FLEX-GFP
191106_JH_KM_FoxP2cre_1HR_S1_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,Ssp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,,M,https://brainviewer.org:3010/HUA_U19_191106,-2,3.5,1.5, AAV8-CAG-FLEX-GFPP
191107_JH_HK0233_Fezf2LSLflp_Ald_insula_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,AId,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/9c/64/9c6442e30a8d12d9/191107_JH_HK0233_Fezf2LSLflp_Ald_insula_male_processed,11,M,https://brainviewer.org:3010/HUA_U19_191107,-0.9,3.5,4.25, AAV2/8-Cag-fDIO TVAeGFP
191108_JH_HK0234_FoxP2_MOs_RFA_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,MOs,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/7c/e4/7ce41c7ea39b474c/191108_JH_HK0234_FoxP2_MOs_RFA_male_processed,10,M,https://brainviewer.org:3010/HUA_U19_191108,2.8,1,1.5, AAV8-CAG-FLEX-GFP
191109_JH_HK0235_FoxP2_MOp_CFA_male,mouse,NCBI:txid10090,Foxp2Cre,Projection,STPT,MOp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/89/51/8951a41ba59c26d2/191109_JH_HK0235_FoxP2_MOp_CFA_male_processed,10,M,https://brainviewer.org:3010/HUA_U19_191109,,,,
191111_JH_HK0236_PlexinD1LSLflp_VISa_parietal_female,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/be/ab/beabe9bdadb6a9d8/191111_JH_HK0236_PlexinD1LSLflp_VISa_parietal_female_processed,9,F,https://brainviewer.org:3010/HUA_U19_191111,-2.1,1.5,1, AAV2/8-Cag-fDIO TVAeGFP
191113_JH_HK0237_Tle4LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,9,M,https://brainviewer.org:3010/HUA_U19_191113,-2.1,1.5,1, AAV2/8-Cag-fDIO TVAeGFP
191115_JH_HK0238_Fezf2LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,Fezf2CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,,8,M,https://brainviewer.org:3010/HUA_U19_191115,-2,1.25,1, AAV2/8-Cag-fDIO TVAeGFP
191117_JH_HK0239_PlexinD1LSLflp_VISa_parietal_male,mouse,NCBI:txid10090,PlexinD1CreER;lslFlp,Projection,STPT,PTLp,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/a1/66/a1661a3098ffe83a/191117_JH_HK0239_PlexinD1LSLflp_VISa_parietal_male_processed,9,M,https://brainviewer.org:3010/HUA_U19_191117,-2,1.25,1, AAV2/8-Cag-fDIO TVAeGFP
191118_JH_HK0240_Tle4LSLflp_VISa_parietal_female,mouse,NCBI:txid10090,Tle4CreER;lslFlp,Projection,STPT,VISa,CSHL,"Z. Josh Huang, Partha P. Mitra",1-U19-MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/92/1b/921ba5348a0967a4/191118_JH_HK0240_Tle4LSLflp_VISa_parietal_female_processed,10,F,https://brainviewer.org:3010/HUA_U19_191118,,,,
