General Modality,Dataset Type,Technique,Virus Spread (if applicable),Imaging Modality,Atlas Aligned,Species,Genotype,Brain Regions,Number of SWC files,URL,BIL directory,BIL UUID,Metadata version,Project,Contributor Name,Affiliation,Grant number,NCBI taxonomy,Sample local ID,Title,Abstract
cell morphology,,fMOST,,fMOST,,mouse,Fezf2-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_455391-194069,/bil/data/2f/12/2f12b1a3901e4181/mouseID_455391-194069,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194069,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 455391-194069","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Cux2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_458629-194065,/bil/data/2f/12/2f12b1a3901e4181/mouseID_458629-194065,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194065,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 458629-194065","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_459080-192344,/bil/data/2f/12/2f12b1a3901e4181/mouseID_459080-192344,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,192344,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 459080-192344","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Cux2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_462923-194066,/bil/data/2f/12/2f12b1a3901e4181/mouseID_462923-194066,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194066,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 462923-194066","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Nxph4-T2A-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_463865-192341,/bil/data/2f/12/2f12b1a3901e4181/mouseID_463865-192341,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,192341,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 463865-192341","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Calb2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_463964-194060,/bil/data/2f/12/2f12b1a3901e4181/mouseID_463964-194060,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194060,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 463964-194060","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Calb2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_463967-194061,/bil/data/2f/12/2f12b1a3901e4181/mouseID_463967-194061,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194061,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 463967-194061","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Calb2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_463970-194062,/bil/data/2f/12/2f12b1a3901e4181/mouseID_463970-194062,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194062,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 463970-194062","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Cux2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_467362-211782,/bil/data/2f/12/2f12b1a3901e4181/mouseID_467362-211782,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,211782,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 467362-211782","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Cux2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_467364-194067,/bil/data/2f/12/2f12b1a3901e4181/mouseID_467364-194067,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194067,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 467364-194067","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Cux2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_467369-194068,/bil/data/2f/12/2f12b1a3901e4181/mouseID_467369-194068,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194068,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 467369-194068","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Pvalb-T2A-CreERT2,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_471329-194080,/bil/data/2f/12/2f12b1a3901e4181/mouseID_471329-194080,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194080,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 471329-194080","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_472055-194073,/bil/data/2f/12/2f12b1a3901e4181/mouseID_472055-194073,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194073,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 472055-194073","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_472056-194074,/bil/data/2f/12/2f12b1a3901e4181/mouseID_472056-194074,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194074,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 472056-194074","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Pvalb-T2A-CreERT2,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_472610-194081,/bil/data/2f/12/2f12b1a3901e4181/mouseID_472610-194081,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194081,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 472610-194081","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Nxph4-T2A-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_474594-201603,/bil/data/2f/12/2f12b1a3901e4181/mouseID_474594-201603,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,201603,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 474594-201603","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_476570-194075,/bil/data/2f/12/2f12b1a3901e4181/mouseID_476570-194075,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194075,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 476570-194075","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_481967-194077,/bil/data/2f/12/2f12b1a3901e4181/mouseID_481967-194077,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194077,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 481967-194077","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_481969-194078,/bil/data/2f/12/2f12b1a3901e4181/mouseID_481969-194078,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194078,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 481969-194078","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Plxnd1-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_481971-194079,/bil/data/2f/12/2f12b1a3901e4181/mouseID_481971-194079,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194079,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 481971-194079","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Tle4-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_482503-194083,/bil/data/2f/12/2f12b1a3901e4181/mouseID_482503-194083,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194083,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 482503-194083","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Calb2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_483393-194063,/bil/data/2f/12/2f12b1a3901e4181/mouseID_483393-194063,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194063,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 483393-194063","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Calb2-CreERT2;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_483394-194064,/bil/data/2f/12/2f12b1a3901e4181/mouseID_483394-194064,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,194064,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 483394-194064","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Tle4-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_486476-196476,/bil/data/2f/12/2f12b1a3901e4181/mouseID_486476-196476,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,196476,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 486476-196476","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
cell morphology,,fMOST,,fMOST,,mouse,Tle4-CreER;Ai166,,,https://download.brainimagelibrary.org/2f/12/2f12b1a3901e4181/mouseID_486477-196477,/bil/data/2f/12/2f12b1a3901e4181/mouseID_486477-196477,2f12b1a3901e4181,2,U19 Zeng,Hongkui Zeng,Allen Institute for Brain Science,1-U19-MH114830-01,NCBI:txid10090,196477,"Neuron Morphology data in TeraFly format from fMOST experiments in mouse brain, Brain ID 486477-196477","Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. This collection may contain raw image data, complete morphologies of individual neurons in raw image space (.swc, Âµm) and a version of the morphology registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3) (.swc, Âµm)."
