Case ID,Species,NCBI Taxonomy,GenoType,Modality,Technique,Anatomical Region,Organization,Investigator,Grant Number,Project,R24 Name,R24 Link,Age,Sex,Viewer Link,AP,ML,DV,Injection Type,Injection Type
SW190829-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,VM,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-02A,NA,NA,NA,-2.255,1.75,-4.5,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,LH/PF,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-03A,NA,NA,NA,-2.155,0.625,-2.95,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW190829-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,ZI,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-03A,NA,NA,NA,-2.155,0.75,-5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,IPN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-03A,NA,NA,NA,-3.58,0,-5.3,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,failed,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-04A,NA,NA,NA,NA,NA,,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW190829-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,PSV,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-04A,NA,NA,NA,-4.855,1.625,-5.5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,CUN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-04A,NA,NA,NA,-4.555,1.6,-3.5,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW190829-05A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,PAGm,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-05A,NA,NA,NA,-3.88,0.125,-3.1,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW190829-05A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SCig-b,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-05A,NA,NA,NA,-3.58,0.25,-1.7,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-05A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,AT,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-05A,NA,NA,NA,-4.655,0.25,-4.125,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW190829-06A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,MRN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-06A,NA,NA,NA,-3.68,1,-4,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW190829-06A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,VII.m,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-06A,NA,NA,NA,-5.455,1.25,-6.125,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190829-06A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,VII.l,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190829-06A,NA,NA,NA,-5.455,1.75,5.875,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW190924-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.d,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-01A,NA,NA,NA,-4.555,0.25,-2,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW190924-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.m,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-01A,NA,NA,NA,-4.555,0.5,-2.5,2.CTB 555,pressure (50nl)
SW190924-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.v/DR,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-01A,NA,NA,NA,-4.555,0.15,-3.625,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW190924-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PPN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-01A,NA,NA,NA,-4.655,1.6,-4,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW190924-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.d,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-02A,NA,NA,NA,-4.555,0.25,-2,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW190924-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.m,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-02A,NA,NA,NA,-4.555,0.5,-2.5,2.CTB 555,pressure (50nl)
SW190924-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PAG.d,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-02A,NA,NA,NA,-4.555,0.25,-2,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW190924-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PPN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-02A,NA,NA,NA,-4.655,1.6,-4,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW190924-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PPN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-03A,NA,NA,NA,-4.955,1.5,-3.63,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW190924-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PB_lv/scp,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-03A,NA,NA,NA,-5.055,1.5,-3.75,2.CTB 555,pressure (50nl)
SW190924-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,KF,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-03A,NA,NA,NA,-4.78,1.75,-4.375,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190924-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SUT,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190924-03A,NA,NA,NA,-5.255,1.45,-4,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW190926-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PB,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-01A,NA,NA,NA,-4.955,1.5,-3.6,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW190926-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PBlc,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-01A,NA,NA,NA,-5.155,1.3,-3.2,2.CTB 555,pressure (50nl)
SW190926-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,KF,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-01A,NA,NA,NA,-4.955,1.8,-4.1,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190926-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SUT,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-01A,NA,NA,NA,-5.38,1.75,-3.875,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW190926-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PPY/PY,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-02A,NA,NA,NA,-5.955,0.25,-6.75,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW190926-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,IRN/ACVII/VII.m,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-02A,NA,NA,NA,-5.655,1,-5.75,2.CTB 555,pressure (50nl)
SW190926-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PARN,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-02A,NA,NA,NA,-5.655,2,-4.125,3. AAVretro-hSyn-Cre-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW190926-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/04/64/04646ca62a4c2ad4/1U19MH114821-01/SW190926-02A,NA,NA,NA,NA,NA,,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW191014-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,CPi.dm,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191014-01A,NA,NA,NA,0.02,1.25,-2.75,1. RVΔG-4mCherry,pressure (50nl)
SW191014-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,CPi.vl,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191014-01A,NA,NA,NA,0.02,2.5,-4.5,2. FG,"iontophoresis (5 min, 7secOn/Off)"
SW191014-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191014-01A,NA,NA,NA,NA,NA,,3. RVΔG-4tdTomato,pressure (50nl)
SW191014-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,failed,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191014-01A,NA,NA,NA,NA,NA,,4. RVΔG-4eGFP,pressure (50nl)
SW191014-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,SCig-b,University of Southern California,Hongwei Dong,U01MH114829-01,U01 Dong,BIL,https://download.brainimagelibrary.org/90/a9/90a90c314769c834/1U01MH114829-01/SW191014-01A,NA,NA,NA,-3.58,1.5,-2.75,5. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW210421-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,BST,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-01A/,NA,NA,NA,0.02,0.5,-4.875,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW210421-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VMHvl/TU,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-01A/,NA,NA,NA,-1.455,0.75,6.5,2. CTB 488,pressure (50nl)
SW210421-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,ARH,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-01A/,NA,NA,NA,-1.955,0.625,-6.75,3. FG,"iontophoresis (10 min, 7secOn/Off)"
SW210421-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LSv/BSTpr,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-01A/,NA,NA,NA,0.02,0.25,-2,4. CTB 555,pressure (50nl)
SW210421-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,aco,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-02A/,NA,NA,NA,0.145,0.3,-4.875,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW210421-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VMHvl/TU,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-02A/,NA,NA,NA,-1.455,0.75,6.5,2. CTB 488,pressure (50nl)
SW210421-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PVp,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-02A/,NA,NA,NA,-2.055,0.5,-6.625,3. FG,"iontophoresis (10 min, 7secOn/Off)"
SW210421-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,BSTpr,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-02A/,NA,NA,NA,-0.08,0.75,-4.375,4. CTB 555,pressure (50nl)
SW210421-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VMHvl,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-03A/,NA,NA,NA,-1.255,0.5,-6.5,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW210421-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,sm,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-03A/,NA,NA,NA,-0.48,1.125,-4.75,2. CTB 488,pressure (50nl)
SW210421-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,PMd,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-03A/,NA,NA,NA,-2.055,0.55,-6,3. FG,"iontophoresis (10 min, 7secOn/Off)"
SW210421-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,BSTif,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/82/19/82197a758a3b87d2/1U19MH114821-01/SW210421-03A/,NA,NA,NA,-0.18,0.8,-5.375,4. CTB 555,pressure (50nl)
SW210815-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,MRN,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW210815-01A,NA,NA,NA,-3.455,1.25,-4.25,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW210815-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,MRN,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW210815-01A,NA,NA,NA,-4.155,1,-4.25,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW210815-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,PRNc,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW210815-01A,NA,NA,NA,-4.455,1.25,-4.35,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW211216-01A,NA,NA,NA,Tracer Injected,anterograde,ZI,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-1.955,1,-5,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW211216-01A,NA,NA,NA,Tracer Injected,anterograde,DHM,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-1.355,0.25,-5.75,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW211216-01A,NA,NA,NA,Tracer Injected,anterograde,ZI,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-2.255,1.25,-4.75,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW211216-02A,NA,NA,NA,Tracer Injected,anterograde,LHA,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-1.755,1,-5.5,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW211216-02A,NA,NA,NA,Tracer Injected,anterograde,LHA,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-1.455,0.75,-5.5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW211216-02A,NA,NA,NA,Tracer Injected,anterograde,ZI,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-2.055,1.5,-5.25,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW211216-03A,NA,NA,NA,Tracer Injected,anterograde,ZI,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-2.255,2,-4.3,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW211216-03A,NA,NA,NA,Tracer Injected,anterograde,VTA,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-2.48,0.85,-5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW211216-03A,NA,NA,NA,Tracer Injected,anterograde,CPD,NA,Hongwei Dong,U19MH114821-01,NA,BIL,NA,NA,NA,NA,-2.555,1.75,-5.25,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW220109-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ull,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-02A,NA,NA,NA,1.045,2.5,-1.25,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW220109-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ul,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-02A,NA,NA,NA,1.045,2.75,-1.5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW220109-02A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-II,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-02A,NA,NA,NA,-0.755,2.25,-0.75,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW220109-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ul,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-03A,NA,NA,NA,1.045,2.25,-1,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW220109-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ul,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-03A,NA,NA,NA,1.045,3.25,-1.5,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW220109-03A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ul,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220109-03A,NA,NA,NA,-0.755,2.75,-0.85,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (5 min, 7secOn/Off)"
SW220111-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,MOPL2/L3,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220111-01A,NA,NA,NA,1.045,2,-0.85,1. PHAL,"iontophoresis (10 min, 7secOn/Off)"
SW220111-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-ul,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220111-01A,NA,NA,NA,0.845,2.75,-1.25,2. AAV1-CAG-tdTomato-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW220111-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,anterograde,SSp-tr,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220111-01A,NA,NA,NA,-0.955,2.5,-0.75,3. AAV1-hSyn-GFP-WPRE,"iontophoresis (3 min, 7secOn/Off)"
SW220120-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LHA,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220120-04A,NA,NA,NA,-1.255,1.25,-6,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
SW220120-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LHA,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220120-04A,NA,NA,NA,-1.455,1.25,-5.75,2.CTB 555,pressure (50nl)
SW220120-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,VPM,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220120-04A,NA,NA,NA,-1.955,1.5,-4.25,3. CTB 488,pressure (50nl)
SW220120-04A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LHA,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/75/6c/756cd8f5634d1b88/1U19MH114821-01/SW220120-04A,NA,NA,NA,-1.955,1.25,-6.25,4. FG,"iontophoresis (5 min, 7secOn/Off)"
SW220213-01A,mouse,NCBI:txid10090,C57Bl6,Tracer Injected,retrograde,LHA,"University of California, Los Angeles",Hongwei Dong,U19MH114821-01,U19 Huang,BIL,https://download.brainimagelibrary.org/12/31/1231ea9a51cf9003/1U19MH114821-01/SW220213-01A,NA,NA,NA,-1.355,0.75,-5.5,1. CTB 647,"iontophoresis (10 min, 7secOn/Off)"
