Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
mopcortex_l5_17,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_18,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_19,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_20,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_21,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_22,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_23,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_24,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_25,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_26,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_27,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_28,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_29,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_30,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_31,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_32,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_33,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_34,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_35,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l5_36,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 5,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_01,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_02,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_03,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_04,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_05,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_06,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_07,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_08,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_09,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_10,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_11,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_12,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_13,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_14,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_15,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_16,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_17,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_18,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_19,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_20,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_21,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_22,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_23,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_24,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_25,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_26,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_27,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_28,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_29,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_30,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
mopcortex_l6_31,,Mouse,ID 10090,C57BL/6J,cell morphology,Ligthsheet,Primary Motor Cortex > Layer 6,Principal>Pyramidal,1,Cold Spring Harbor Laboratory,Pavel Osten,NIH U01 MH114824,OLST,NeuroMorpho.Org,neuromorpho.org/dableFiles/biccn-wiring-flagship/Supplementary/biccn.zip,,"Yes, biccn\BICCN-DOI\Osten-lab",P56,Male,pass,,,,,
P56_WT#1_041_TME07-1_30x_Str_01A_x3257_y10364_z152.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/041_TME07-1_30x_Str_01A_x3257_y10364_z152/041_TME07-1_30x_Str_01A_x3257_y10364_z152.swc,,,P56,male,pass,,,,,
P56_WT#1_051_TME07-1_30x_Str_01A_x3445_y11801_z148.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/051_TME07-1_30x_Str_01A_x3445_y11801_z148/051_TME07-1_30x_Str_01A_x3445_y11801_z148.swc,,,P56,male,pass,,,,,
P56_WT#1_060_TME07-1_30x_Str_01A_x4033_y8191_z377.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/060_TME07-1_30x_Str_01A_x4033_y8191_z377/060_TME07-1_30x_Str_01A_x4033_y8191_z377.swc,,,P56,male,pass,,,,,
P56_WT#1_063_TME07-1_30x_Str_01A_x4128_y7568_z284.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/063_TME07-1_30x_Str_01A_x4128_y7568_z284/063_TME07-1_30x_Str_01A_x4128_y7568_z284.swc,,,P56,male,pass,,,,,
P56_WT#1_064_TME07-1_30x_Str_01A_x4448_y9330_z69.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/064_TME07-1_30x_Str_01A_x4448_y9330_z69/064_TME07-1_30x_Str_01A_x4448_y9330_z69.swc,,,P56,male,pass,,,,,
P56_WT#1_069_TME07-1_30x_Str_01A_x4813_y15351_z347.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/069_TME07-1_30x_Str_01A_x4813_y15351_z347/069_TME07-1_30x_Str_01A_x4813_y15351_z347.swc,,,P56,male,pass,,,,,
P56_WT#1_072_TME07-1_30x_Str_01A_x4928_y11440_z368.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/072_TME07-1_30x_Str_01A_x4928_y11440_z368/072_TME07-1_30x_Str_01A_x4928_y11440_z368.swc,,,P56,male,pass,,,,,
P56_WT#1_082_TME07-1_30x_Str_01A_x5625_y15650_z430.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/082_TME07-1_30x_Str_01A_x5625_y15650_z430/082_TME07-1_30x_Str_01A_x5625_y15650_z430.swc,,,P56,male,pass,,,,,
P56_WT#1_083_TME07-1_30x_Str_01A_x5665_y12342_z354.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/083_TME07-1_30x_Str_01A_x5665_y12342_z354/083_TME07-1_30x_Str_01A_x5665_y12342_z354.swc,,,P56,male,pass,,,,,
P56_WT#1_086_TME07-1_30x_Str_01A_x5899_y9783_z389.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/086_TME07-1_30x_Str_01A_x5899_y9783_z389/086_TME07-1_30x_Str_01A_x5899_y9783_z389.swc,,,P56,male,pass,,,,,
