Sample ID,Donor ID,Species,Species NCBI Taxonomy ID,Genotype,Modality,Technique,Anatomical Structure,Subspecimen Type,Total Processed Subspecimens,Organization,Investigator,Grant Number,Project,R24 Name (CV),R24 link,Comments,Metadata Submission,Age,Sex,QC,Download Link,Visualization Link,Soma_X(CCFv3_1𝜇𝑚),Soma_Y(CCFv3_1𝜇𝑚),Soma_Z(CCFv3_1𝜇𝑚)
P56_WT#1_092_TME07-1_30x_Str_01A_x6536_y11291_z400.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/092_TME07-1_30x_Str_01A_x6536_y11291_z400/092_TME07-1_30x_Str_01A_x6536_y11291_z400.swc,,,P56,male,pass,,,,,
P56_WT#1_093_TME07-1_30x_Str_01A_x6585_y9345_z389.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/093_TME07-1_30x_Str_01A_x6585_y9345_z389/093_TME07-1_30x_Str_01A_x6585_y9345_z389.swc,,,P56,male,pass,,,,,
P56_WT#1_095_TME07-1_30x_Str_01A_x6834_y8642_z407.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/095_TME07-1_30x_Str_01A_x6834_y8642_z407/095_TME07-1_30x_Str_01A_x6834_y8642_z407.swc,,,P56,male,pass,,,,,
P56_WT#1_096_TME07-1_30x_Str_01A_x6894_y12976_z412.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/096_TME07-1_30x_Str_01A_x6894_y12976_z412/096_TME07-1_30x_Str_01A_x6894_y12976_z412.swc,,,P56,male,pass,,,,,
P56_WT#1_098_TME07-1_30x_Str_01A_x6954_y7963_z329.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/098_TME07-1_30x_Str_01A_x6954_y7963_z329/098_TME07-1_30x_Str_01A_x6954_y7963_z329.swc,,,P56,male,pass,,,,,
P56_WT#1_101_TME07-1_30x_Str_01A_x7163_y7705_z49.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/101_TME07-1_30x_Str_01A_x7163_y7705_z49/101_TME07-1_30x_Str_01A_x7163_y7705_z49.swc,,,P56,male,pass,,,,,
P56_WT#1_102_TME07-1_30x_Str_01A_x7175_y11576_z384.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/102_TME07-1_30x_Str_01A_x7175_y11576_z384/102_TME07-1_30x_Str_01A_x7175_y11576_z384.swc,,,P56,male,pass,,,,,
P56_WT#1_110_TME07-1_30x_Str_01A_x8410_y4821_z381.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/110_TME07-1_30x_Str_01A_x8410_y4821_z381/110_TME07-1_30x_Str_01A_x8410_y4821_z381.swc,,,P56,male,pass,,,,,
P56_WT#1_111_TME07-1_30x_Str_01A_x8413_y2340_z237.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/111_TME07-1_30x_Str_01A_x8413_y2340_z237/111_TME07-1_30x_Str_01A_x8413_y2340_z237.swc,,,P56,male,pass,,,,,
P56_WT#1_114_TME07-1_30x_Str_01A_x8602_y5676_z405.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01A/114_TME07-1_30x_Str_01A_x8602_y5676_z405/114_TME07-1_30x_Str_01A_x8602_y5676_z405.swc,,,P56,male,pass,,,,,
P56_WT#1_123_TME07-1_30x_Str_01B_x1793_y10777_z446.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/123_TME07-1_30x_Str_01B_x1793_y10777_z446/123_TME07-1_30x_Str_01B_x1793_y10777_z446.swc,,,P56,male,pass,,,,,
P56_WT#1_128_TME07-1_30x_Str_01B_x2146_y3794_z33.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/128_TME07-1_30x_Str_01B_x2146_y3794_z33/128_TME07-1_30x_Str_01B_x2146_y3794_z33.swc,,,P56,male,pass,,,,,
P56_WT#1_130_TME07-1_30x_Str_01B_x2268_y5179_z347.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/130_TME07-1_30x_Str_01B_x2268_y5179_z347/130_TME07-1_30x_Str_01B_x2268_y5179_z347.swc,,,P56,male,pass,,,,,
P56_WT#1_131_TME07-1_30x_Str_01B_x2433_y8308_z389.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/131_TME07-1_30x_Str_01B_x2433_y8308_z389/131_TME07-1_30x_Str_01B_x2433_y8308_z389.swc,,,P56,male,pass,,,,,
P56_WT#1_132_TME07-1_30x_Str_01B_x2513_y5740_z323.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/132_TME07-1_30x_Str_01B_x2513_y5740_z323/132_TME07-1_30x_Str_01B_x2513_y5740_z323.swc,,,P56,male,pass,,,,,
P56_WT#1_134_TME07-1_30x_Str_01B_x2792_y3638_z422.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/134_TME07-1_30x_Str_01B_x2792_y3638_z422/134_TME07-1_30x_Str_01B_x2792_y3638_z422.swc,,,P56,male,pass,,,,,
P56_WT#1_149_TME07-1_30x_Str_01B_x3717_y9715_z62.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/149_TME07-1_30x_Str_01B_x3717_y9715_z62/149_TME07-1_30x_Str_01B_x3717_y9715_z62.swc,,,P56,male,pass,,,,,
P56_WT#1_154_TME07-1_30x_Str_01B_x3898_y10758_z110.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/154_TME07-1_30x_Str_01B_x3898_y10758_z110/154_TME07-1_30x_Str_01B_x3898_y10758_z110.swc,,,P56,male,pass,,,,,
P56_WT#1_159_TME07-1_30x_Str_01B_x4205_y11052_z191.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/159_TME07-1_30x_Str_01B_x4205_y11052_z191/159_TME07-1_30x_Str_01B_x4205_y11052_z191.swc,,,P56,male,pass,,,,,
P56_WT#1_166_TME07-1_30x_Str_01B_x4706_y10442_z112.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/166_TME07-1_30x_Str_01B_x4706_y10442_z112/166_TME07-1_30x_Str_01B_x4706_y10442_z112.swc,,,P56,male,pass,,,,,
P56_WT#1_180_TME07-1_30x_Str_01B_x5643_y13800_z92.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/180_TME07-1_30x_Str_01B_x5643_y13800_z92/180_TME07-1_30x_Str_01B_x5643_y13800_z92.swc,,,P56,male,pass,,,,,
P56_WT#1_197_TME07-1_30x_Str_01B_x7121_y11360_z174.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_01B/197_TME07-1_30x_Str_01B_x7121_y11360_z174/197_TME07-1_30x_Str_01B_x7121_y11360_z174.swc,,,P56,male,pass,,,,,
P56_WT#1_207_TME07-1_30x_Str_02A_x3664_y13324_z80.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/207_TME07-1_30x_Str_02A_x3664_y13324_z80/207_TME07-1_30x_Str_02A_x3664_y13324_z80.swc,,,P56,male,pass,,,,,
P56_WT#1_209_TME07-1_30x_Str_02A_x3999_y14422_z100.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/209_TME07-1_30x_Str_02A_x3999_y14422_z100/209_TME07-1_30x_Str_02A_x3999_y14422_z100.swc,,,P56,male,pass,,,,,
P56_WT#1_210_TME07-1_30x_Str_02A_x4152_y12595_z325.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/210_TME07-1_30x_Str_02A_x4152_y12595_z325/210_TME07-1_30x_Str_02A_x4152_y12595_z325.swc,,,P56,male,pass,,,,,
P56_WT#1_211_TME07-1_30x_Str_02A_x4504_y11422_z113.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/211_TME07-1_30x_Str_02A_x4504_y11422_z113/211_TME07-1_30x_Str_02A_x4504_y11422_z113.swc,,,P56,male,pass,,,,,
P56_WT#1_212_TME07-1_30x_Str_02A_x4676_y11302_z440.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/212_TME07-1_30x_Str_02A_x4676_y11302_z440/212_TME07-1_30x_Str_02A_x4676_y11302_z440.swc,,,P56,male,pass,,,,,
P56_WT#1_213_TME07-1_30x_Str_02A_x4732_y14541_z168.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/213_TME07-1_30x_Str_02A_x4732_y14541_z168/213_TME07-1_30x_Str_02A_x4732_y14541_z168.swc,,,P56,male,pass,,,,,
P56_WT#1_214_TME07-1_30x_Str_02A_x4761_y14871_z299.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/214_TME07-1_30x_Str_02A_x4761_y14871_z299/214_TME07-1_30x_Str_02A_x4761_y14871_z299.swc,,,P56,male,pass,,,,,
P56_WT#1_216_TME07-1_30x_Str_02A_x4952_y13720_z363.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/216_TME07-1_30x_Str_02A_x4952_y13720_z363/216_TME07-1_30x_Str_02A_x4952_y13720_z363.swc,,,P56,male,pass,,,,,
P56_WT#1_217_TME07-1_30x_Str_02A_x5125_y11056_z273.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/217_TME07-1_30x_Str_02A_x5125_y11056_z273/217_TME07-1_30x_Str_02A_x5125_y11056_z273.swc,,,P56,male,pass,,,,,
P56_WT#1_218_TME07-1_30x_Str_02A_x5193_y11810_z360.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/218_TME07-1_30x_Str_02A_x5193_y11810_z360/218_TME07-1_30x_Str_02A_x5193_y11810_z360.swc,,,P56,male,pass,,,,,
P56_WT#1_219_TME07-1_30x_Str_02A_x5368_y12495_z273.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/219_TME07-1_30x_Str_02A_x5368_y12495_z273/219_TME07-1_30x_Str_02A_x5368_y12495_z273.swc,,,P56,male,pass,,,,,
P56_WT#1_221_TME07-1_30x_Str_02A_x5589_y13456_z405.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/221_TME07-1_30x_Str_02A_x5589_y13456_z405/221_TME07-1_30x_Str_02A_x5589_y13456_z405.swc,,,P56,male,pass,,,,,
P56_WT#1_222_TME07-1_30x_Str_02A_x6013_y7133_z103.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/222_TME07-1_30x_Str_02A_x6013_y7133_z103/222_TME07-1_30x_Str_02A_x6013_y7133_z103.swc,,,P56,male,pass,,,,,
P56_WT#1_223_TME07-1_30x_Str_02A_x6117_y8246_z110.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/223_TME07-1_30x_Str_02A_x6117_y8246_z110/223_TME07-1_30x_Str_02A_x6117_y8246_z110.swc,,,P56,male,pass,,,,,
P56_WT#1_225_TME07-1_30x_Str_02A_x6267_y15141_z197.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/225_TME07-1_30x_Str_02A_x6267_y15141_z197/225_TME07-1_30x_Str_02A_x6267_y15141_z197.swc,,,P56,male,pass,,,,,
P56_WT#1_226_TME07-1_30x_Str_02A_x6588_y13921_z279.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/226_TME07-1_30x_Str_02A_x6588_y13921_z279/226_TME07-1_30x_Str_02A_x6588_y13921_z279.swc,,,P56,male,pass,,,,,
P56_WT#1_227_TME07-1_30x_Str_02A_x6623_y13716_z76.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/227_TME07-1_30x_Str_02A_x6623_y13716_z76/227_TME07-1_30x_Str_02A_x6623_y13716_z76.swc,,,P56,male,pass,,,,,
P56_WT#1_228_TME07-1_30x_Str_02A_x6782_y15035_z403.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/228_TME07-1_30x_Str_02A_x6782_y15035_z403/228_TME07-1_30x_Str_02A_x6782_y15035_z403.swc,,,P56,male,pass,,,,,
P56_WT#1_229_TME07-1_30x_Str_02A_x6876_y14849_z102.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/229_TME07-1_30x_Str_02A_x6876_y14849_z102/229_TME07-1_30x_Str_02A_x6876_y14849_z102.swc,,,P56,male,pass,,,,,
P56_WT#1_231_TME07-1_30x_Str_02A_x7034_y7224_z214.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/231_TME07-1_30x_Str_02A_x7034_y7224_z214/231_TME07-1_30x_Str_02A_x7034_y7224_z214.swc,,,P56,male,pass,,,,,
P56_WT#1_232_TME07-1_30x_Str_02A_x7052_y8188_z386.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/232_TME07-1_30x_Str_02A_x7052_y8188_z386/232_TME07-1_30x_Str_02A_x7052_y8188_z386.swc,,,P56,male,pass,,,,,
P56_WT#1_233_TME07-1_30x_Str_02A_x7140_y15691_z47.swc,TME07-1,mouse,NCBI:txid10090,Camk2a-CreERT2-Cre; MORF3; Drd1a-tdTomato (C57BL/6),cell morphology,MORF genetic sparse labeling,Striatum,cells,1,"University of California, Los Angeles (UCLA)",X. William Yang,U01 MH117079,U01 Yang,BIL,https://download.brainimagelibrary.org/8b/18/8b18992add2f20d9/TME07-1_Lvl2_Reconstruction/TME07-1_30x_02A/233_TME07-1_30x_Str_02A_x7140_y15691_z47/233_TME07-1_30x_Str_02A_x7140_y15691_z47.swc,,,P56,male,pass,,,,,
